SKU,Hero Image,URL,Product Type,MSRP,Title,Decription,Collection,Metal Type1,Metal Type2,Metal Type 3,GemType1,GemType2,GemType3,GemType4
PAA1100_O6000_000OY,https://media.pomellato.com/media/catalog/product/P/A/PAA1100_O6000_000OY_10.jpg,https://www.pomellato.com/us_en/nudo-classic-ring-paa1100-o6000-000oy?size=18,Ring,2800,Nudo Classic Ring,,Nudo,18k Rose Gold,18k White Gold,,Blue Topaz,,,
PAB4030_O6000_000TB,https://media.pomellato.com/media/catalog/product/P/A/PAB4030_O6000_000TB_10.jpg,https://www.pomellato.com/us_en/nudo-petit-ring-pab4030-o6000-000tb?size=18,Ring,2000,Nudo Petit Ring,,Nudo,18k Rose Gold,18k White Gold,,White Topaz,,,
PCB6010_O6000_000TB,https://media.pomellato.com/media/catalog/product/P/C/PCB6010_O6000_000TB_10.jpg,https://www.pomellato.com/us_en/nudo-petit-necklace-with-pendant-pcb6010-o6000-000tb?size=154,Necklace,2450,Nudo Petit Necklace with Pendant,,Nudo,18k Rose Gold,18k White Gold,,White Topaz,,,
PAA1100_O6000_000QL,https://media.pomellato.com/media/catalog/product/P/A/PAA1100_O6000_000QL_10.jpg,https://www.pomellato.com/us_en/nudo-classic-ring-paa1100-o6000-000ql?size=18,Ring,2600,Nudo Classic Ring,,Nudo,18k Rose Gold,18k White Gold,,Lemon Quartz,,,
PAB7040_O6WHR_DB0PA,https://media.pomellato.com/media/catalog/product/P/A/PAB7040_O6WHR_DB0PA_10.jpg,https://www.pomellato.com/us_en/nudo-petit-ring-pab7040-o6whr-db0pa?size=18,Ring,4300,Nudo Petit Ring,,Nudo,18k Rose Gold,18k White Gold,,Prasiolite,Diamond,,
POB2010_O6000_000PA,https://media.pomellato.com/media/catalog/product/P/O/POB2010_O6000_000PA_10.jpg,https://www.pomellato.com/us_en/nudo-petit-earrings-pob2010-o6000-000pa?size=152,Earrings,4250,Nudo Petit Earrings,,Nudo,18k Rose Gold,18k White Gold,,Prasiolite,,,
PCB6010_O6000_000PA,https://media.pomellato.com/media/catalog/product/P/C/PCB6010_O6000_000PA_10.jpg,https://www.pomellato.com/us_en/nudo-petit-necklace-with-pendant-pcb6010-o6000-000pa?size=154,Necklace,2650,Nudo Petit Necklace with Pendant,,Nudo,18k Rose Gold,18k White Gold,,Prasiolite,,,
PAC0040_O7000_BRCQR,https://media.pomellato.com/media/catalog/product/P/A/PAC0040_O7000_BRCQR_10.jpg,https://www.pomellato.com/us_en/nudo-classic-ring-pac0040-o7000-brcqr?size=18,Ring,4400,Nudo Classic Ring,,Nudo,18k White Gold,18k Rose Gold,,Rose Quartz,Brown Diamond,,
PAB7040_O6000_BRCQR,https://media.pomellato.com/media/catalog/product/P/A/PAB7040_O6000_BRCQR_10.jpg,https://www.pomellato.com/us_en/nudo-petit-ring-pab7040-o6000-brcqr?size=18,Ring,3450,Nudo Petit Ring,,Nudo,18k White Gold,18k Rose Gold,,Rose Quartz,Brown Diamond,,
POB4010_O6WHR_B0YAV,https://media.pomellato.com/media/catalog/product/P/O/POB4010_O6WHR_B0YAV_10.jpg,https://www.pomellato.com/us_en/nudo-classic-earrings-pob4010-o6whr-b0yav?size=152,Earrings,6950,Nudo Classic Earrings,,Nudo,18k White Gold,18k Rose Gold,,Blue Topaz,Agate,Diamond,
PAB7040_O6WHR_B0TTU,https://media.pomellato.com/media/catalog/product/P/A/PAB7040_O6WHR_B0TTU_10.jpg,https://www.pomellato.com/us_en/nudo-petit-ring-pab7040-o6whr-b0ttu?size=18,Ring,4750,Nudo Petit Ring,,Nudo,18k White Gold,18k Rose Gold,,Blue London Topaz,Turquoise,Diamond,
POB2010_O6000_000OY,https://media.pomellato.com/media/catalog/product/P/O/POB2010_O6000_000OY_10.jpg,https://www.pomellato.com/us_en/nudo-petit-earrings-pob2010-o6000-000oy?size=152,Earrings,4250,Nudo Petit Earrings,,Nudo,18k Rose Gold,18k White Gold,,Blue Topaz,,,
PAC0040_O6WHR_DB0PA,https://media.pomellato.com/media/catalog/product/P/A/PAC0040_O6WHR_DB0PA_10.jpg,https://www.pomellato.com/us_en/nudo-classic-ring-pac0040-o6whr-db0pa?size=19,Ring,5650,Nudo Classic Ring,,Nudo,18k Rose Gold,18k White Gold,,Prasiolite,Diamond,,
PBC0101_O7WHR_DB000,https://media.pomellato.com/media/catalog/product/P/B/PBC0101_O7WHR_DB000_10.jpg,https://www.pomellato.com/us_en/iconica-bangle-pbc0101-o7whr-db000?size=5,Bangle,24700,Iconica Bangle,,Iconica,18k Rose Gold,,,Diamond,,,
PBB7012_O7000_DB000,https://media.pomellato.com/media/catalog/product/P/B/PBB7012_O7000_DB000_10.jpg,https://www.pomellato.com/us_en/sabbia-bracelet-pbb7012-o7000-db000?size=5,Bracelet,3550,Sabbia Bracelet,,Sabbia,18k Rose Gold,,,Diamond,,,
PCB2142_O7000_00000,https://media.pomellato.com/media/catalog/product/P/C/PCB2142_O7000_00000_10.jpg,https://www.pomellato.com/us_en/gold-necklace-pcb2142-o7000-00000?size=152,Necklace,4700,Gold Necklace,,,18k Rose Gold,,,,,,
PBC0100_O7000_00000,https://media.pomellato.com/media/catalog/product/P/B/PBC0100_O7000_00000_10.jpg,https://www.pomellato.com/us_en/iconica-bangle-pbc0100-o7000-00000?size=5,Bangle,7600,Iconica Bangle,,Iconica,18k Rose Gold,,,,,,
POB7122_O7WHR_DB000,https://media.pomellato.com/media/catalog/product/P/O/POB7122_O7WHR_DB000_10.jpg,https://www.pomellato.com/us_en/iconica-earrings-pob7122-o7whr-db000?size=152,Earrings,16250,Iconica Earrings,,Iconica,18k Rose Gold,,,Diamond,,,
PAB4010_O6000_BRCQR,https://media.pomellato.com/media/catalog/product/P/A/PAB4010_O6000_BRCQR_10.jpg,https://www.pomellato.com/us_en/nudo-maxi-ring-pab4010-o6000-brcqr?size=18,Ring,5100,Nudo Maxi Ring,,Nudo,18k Rose Gold,18k White Gold,,Rose Quartz,Brown Diamond,,
PAC0040_O6WHR_B0YAV,https://media.pomellato.com/media/catalog/product/P/A/PAC0040_O6WHR_B0YAV_10.jpg,https://www.pomellato.com/us_en/nudo-classic-ring-pac0040-o6whr-b0yav?size=18,Ring,5850,Nudo Classic Ring,,Nudo,18k White Gold,18k Rose Gold,,Blue Topaz,Agate,Diamond,
POB4010_O6000_DB0TL,https://media.pomellato.com/media/catalog/product/P/O/POB4010_O6000_DB0TL_10.jpg,https://www.pomellato.com/us_en/nudo-classic-earrings-pob4010-o6000-db0tl?size=152,Earrings,7600,Nudo Classic Earrings,,Nudo,18k Rose Gold,18k White Gold,,Blue London Topaz,,,
POA1070_O6000_000OY,https://media.pomellato.com/media/catalog/product/P/O/POA1070_O6000_000OY_10.jpg,https://www.pomellato.com/us_en/nudo-classic-earrings-poa1070-o6000-000oy?size=152,Earrings,5350,Nudo Classic Earrings,,Nudo,18k Rose Gold,18k White Gold,,Blue Topaz,,,
POA1070_O6000_000TL,https://media.pomellato.com/media/catalog/product/P/O/POA1070_O6000_000TL_10.jpg,https://www.pomellato.com/us_en/nudo-classic-earrings-poa1070-o6000-000tl?size=152,Earrings,6150,Nudo Classic Earrings,,Nudo,18k Rose Gold,18k White Gold,,Blue London Topaz,,,
PAB4030_O6000_000TL,https://media.pomellato.com/media/catalog/product/P/A/PAB4030_O6000_000TL_10.jpg,https://www.pomellato.com/us_en/nudo-petit-ring-pab4030-o6000-000tl?size=18,Ring,2500,Nudo Petit Ring,,Nudo,18k Rose Gold,18k White Gold,,Blue Topaz,,,
PAB4030_O6000_000OY,https://media.pomellato.com/media/catalog/product/P/A/PAB4030_O6000_000OY_10.jpg,https://www.pomellato.com/us_en/nudo-petit-ring-pab4030-o6000-000oy?size=18,Ring,2200,Nudo Petit Ring,,Nudo,18k Rose Gold,18k White Gold,,Blue Topaz,,,
PAA1100_O6000_000PA,https://media.pomellato.com/media/catalog/product/P/A/PAA1100_O6000_000PA_10.jpg,https://www.pomellato.com/us_en/nudo-classic-ring-paa1100-o6000-000pa?size=18,Ring,2800,Nudo Classic Ring,,Nudo,18k Rose Gold,18k White Gold,,Prasiolite,,,
PAB4030_O6000_000PA,https://media.pomellato.com/media/catalog/product/P/A/PAB4030_O6000_000PA_10.jpg,https://www.pomellato.com/us_en/nudo-petit-ring-pab4030-o6000-000pa?size=18,Ring,2200,Nudo Petit Ring,,Nudo,18k Rose Gold,18k White Gold,,Prasiolite,,,
PAB4030_O6000_000QL,https://media.pomellato.com/media/catalog/product/P/A/PAB4030_O6000_000QL_10.jpg,https://www.pomellato.com/us_en/nudo-petit-ring-pab4030-o6000-000ql?size=18,Ring,2000,Nudo Petit Ring,,Nudo,18k Rose Gold,18k White Gold,,Lemon Quartz,,,
PAA1100_O6000_000OI,https://media.pomellato.com/media/catalog/product/P/A/PAA1100_O6000_000OI_10.jpg,https://www.pomellato.com/us_en/nudo-classic-ring-paa1100-o6000-000oi?size=18,Ring,2600,Nudo Classic Ring,,Nudo,18k Rose Gold,18k White Gold,,Amethyst,,,
PAB4030_O6000_000OI,https://media.pomellato.com/media/catalog/product/P/A/PAB4030_O6000_000OI_10.jpg,https://www.pomellato.com/us_en/nudo-petit-ring-pab4030-o6000-000oi?size=18,Ring,2000,Nudo Petit Ring,,Nudo,18k Rose Gold,18k White Gold,,Amethyst,,,
POB5010_O6000_DB000,https://media.pomellato.com/media/catalog/product/P/O/POB5010_O6000_DB000_10.jpg,https://www.pomellato.com/us_en/nudo-petit-earrings-pob5010-o6000-db000?size=152,Earrings,10300,Nudo Petit Earrings,,Nudo,18k White Gold,,,Diamond,,,
PAB5010_O6000_DB000,https://media.pomellato.com/media/catalog/product/P/A/PAB5010_O6000_DB000_10.jpg,https://www.pomellato.com/us_en/nudo-petit-ring-pab5010-o6000-db000?size=18,Ring,5700,Nudo Petit Ring,,Nudo,18k Rose Gold,18k White Gold,,Diamond,,,
PCB6012_O6000_DB000,https://media.pomellato.com/media/catalog/product/P/C/PCB6012_O6000_DB000_10.jpg,https://www.pomellato.com/us_en/nudo-petit-necklace-with-pendant-pcb6012-o6000-db000?size=154,Necklace,5950,Nudo Petit Necklace with Pendant,,Nudo,18k Rose Gold,18k White Gold,,Diamond,,,
PBB7127_O7000_00000,https://media.pomellato.com/media/catalog/product/P/B/PBB7127_O7000_00000_10.jpg,https://www.pomellato.com/us_en/iconica-slim-bracelet-pbb7127-o7000-00000?size=5,Bracelet,10500,Iconica Slim Bracelet,,Iconica,18k Rose Gold,,,,,,
PMB9022_O7000_DB000,https://media.pomellato.com/media/catalog/product/P/M/PMB9022_O7000_DB000_10.jpg,https://www.pomellato.com/us_en/orsetto-pendant-pmb9022-o7000-db000?size=152,Pendant,3150,Orsetto Pendant,,Orsetto,18k Rose Gold,,,Diamond,,,
PMB902A_O7000_00000,https://media.pomellato.com/media/catalog/product/P/M/PMB902A_O7000_00000_10.jpg,https://www.pomellato.com/us_en/orsetto-pendant-pmb902a-o7000-00000?size=152,Pendant,1600,Orsetto Pendant,,Orsetto,18k Rose Gold,,,,,,
PCB2140_O7000_00000,https://media.pomellato.com/media/catalog/product/P/C/PCB2140_O7000_00000_10.jpg,https://www.pomellato.com/us_en/gold-necklace-pcb2140-o7000-00000?size=41,Necklace,3050,Gold Necklace,,,18k Rose Gold,,,,,,
PCB8030_O7000_00000,https://media.pomellato.com/media/catalog/product/P/C/PCB8030_O7000_00000_10.jpg,https://www.pomellato.com/us_en/gold-necklace-pcb8030-o7000-00000?size=152,Necklace,17800,Gold Necklace,,,18k Rose Gold,,,,,,
,,https://www.pomellato.com/us_en/gold-necklace-pca7010-o7000-00000?size=152,Necklace,10250,Gold Necklace,,,18k Rose Gold,,,,,,
PAB9032_O7000_DB000,https://media.pomellato.com/media/catalog/product/P/A/PAB9032_O7000_DB000_10.jpg,https://www.pomellato.com/us_en/sabbia-ring-pab9032-o7000-db000?size=22,Ring,2450,Sabbia Ring,,Sabbia,18k Rose Gold,,,Diamond,,,
PAB9032_O7000_DBR00,https://media.pomellato.com/media/catalog/product/P/A/PAB9032_O7000_DBR00_10.jpg,https://www.pomellato.com/us_en/sabbia-ring-pab9032-o7000-dbr00?size=27,Ring,1750,Sabbia Ring,,Sabbia,18k Rose Gold,,,Brown Diamond,,,
PAB2040_O7000_DB000,https://media.pomellato.com/media/catalog/product/P/A/PAB2040_O7000_DB000_10.jpg,https://www.pomellato.com/us_en/sabbia-ring-pab2040-o7000-db000?size=19,Ring,6000,Sabbia Ring,,Sabbia,18k Rose Gold,,,Diamond,,,
PBB7011_O7000_DBR00,https://media.pomellato.com/media/catalog/product/P/B/PBB7011_O7000_DBR00_10.jpg,https://www.pomellato.com/us_en/sabbia-bracelet-pbb7011-o7000-dbr00?size=5,Bracelet,3450,Sabbia Bracelet,,Sabbia,18k Rose Gold,,,Brown Diamond,,,
POB2041_O7000_DBR00,https://media.pomellato.com/media/catalog/product/P/O/POB2041_O7000_DBR00_10.jpg,https://www.pomellato.com/us_en/sabbia-earrings-pob2041-o7000-dbr00?size=152,Earrings,4800,Sabbia Earrings,,Sabbia,18k Rose Gold,,,Brown Diamond,,,
PAB4011_OT000_DBKOS,https://media.pomellato.com/media/catalog/product/P/A/PAB4011_OT000_DBKOS_10.jpg,https://www.pomellato.com/us_en/nudo-maxi-ring-pab4011-ot000-dbkos?size=18,Ring,5050,Nudo Maxi Ring,,Nudo,18k Rose Gold,,,Obsidian,Treated Black Diamond,,
PAB4010_O6000_DB0OY,https://media.pomellato.com/media/catalog/product/P/A/PAB4010_O6000_DB0OY_10.jpg,https://www.pomellato.com/us_en/nudo-maxi-ring-pab4010-o6000-db0oy?size=18,Ring,6550,Nudo Maxi Ring,,Nudo,18k Rose Gold,18k White Gold,,Blue Topaz,,,
PAB4010_O6000_DB0TL,https://media.pomellato.com/media/catalog/product/P/A/PAB4010_O6000_DB0TL_10.jpg,https://www.pomellato.com/us_en/nudo-maxi-ring-pab4010-o6000-db0tl?size=19,Ring,7350,Nudo Maxi Ring,,Nudo,18k Rose Gold,18k White Gold,,Blue London Topaz,,,
PAB2010_O6000_000OY,https://media.pomellato.com/media/catalog/product/P/A/PAB2010_O6000_000OY_10.jpg,https://www.pomellato.com/us_en/nudo-maxi-ring-pab2010-o6000-000oy?size=19,Ring,3600,Nudo Maxi Ring,,Nudo,18k Rose Gold,18k White Gold,,Blue Topaz,,,
PAB2010_O6000_000TL,https://media.pomellato.com/media/catalog/product/P/A/PAB2010_O6000_000TL_10.jpg,https://www.pomellato.com/us_en/nudo-maxi-ring-pab2010-o6000-000tl?size=19,Ring,4350,Nudo Maxi Ring,,Nudo,18k Rose Gold,18k White Gold,,Blue London Topaz,,,
PAB2010_O6000_000PA,https://media.pomellato.com/media/catalog/product/P/A/PAB2010_O6000_000PA_10.jpg,https://www.pomellato.com/us_en/nudo-maxi-ring-pab2010-o6000-000pa?size=18,Ring,3600,Nudo Maxi Ring,,Nudo,18k Rose Gold,18k White Gold,,Prasiolite,,,
PCB6010_O6000_000OY,https://media.pomellato.com/media/catalog/product/P/C/PCB6010_O6000_000OY_10.jpg,https://www.pomellato.com/us_en/nudo-petit-necklace-with-pendant-pcb6010-o6000-000oy?size=154,Necklace,2650,Nudo Petit Necklace with Pendant,,Nudo,18k Rose Gold,18k White Gold,,Blue Topaz,,,
POB2010_O6000_000OI,https://media.pomellato.com/media/catalog/product/P/O/POB2010_O6000_000OI_10.jpg,https://www.pomellato.com/us_en/nudo-petit-earrings-pob2010-o6000-000oi?size=152,Earrings,3800,Nudo Petit Earrings,,Nudo,18k Rose Gold,18k White Gold,,Amethyst,,,
POB2010_O6000_000TB,https://media.pomellato.com/media/catalog/product/P/O/POB2010_O6000_000TB_10.jpg,https://www.pomellato.com/us_en/nudo-petit-earrings-pob2010-o6000-000tb?size=152,Earrings,3800,Nudo Petit Earrings,,Nudo,18k Rose Gold,18k White Gold,,White Topaz,,,
PCB7120_O7000_DB000,https://media.pomellato.com/media/catalog/product/P/C/PCB7120_O7000_DB000_10.jpg,https://www.pomellato.com/us_en/iconica-necklace-with-pendant-pcb7120-o7000-db000?size=156,Necklace,3650,Iconica Necklace With Pendant,,Iconica,18k Rose Gold,,,Diamond,,,
POB2042_O7000_DBR00,https://media.pomellato.com/media/catalog/product/P/O/POB2042_O7000_DBR00_10.jpg,https://www.pomellato.com/us_en/sabbia-earrings-pob2042-o7000-dbr00?size=152,Earrings,3200,Sabbia Earrings,,Sabbia,18k Rose Gold,,,Brown Diamond,,,
PAC0010_O7WHR_DB000,https://media.pomellato.com/media/catalog/product/P/A/PAC0010_O7WHR_DB000_10.jpg,https://www.pomellato.com/us_en/sabbia-ring-pac0010-o7whr-db000?size=19,Ring,12100,Sabbia Ring,,Sabbia,18k Rose Gold,,,Diamond,,,
PBB7124_O7000_00000,https://media.pomellato.com/media/catalog/product/P/B/PBB7124_O7000_00000_10.jpg,https://www.pomellato.com/us_en/iconica-large-bracelet-pbb7124-o7000-00000?size=6,Bracelet,24000,Iconica Large Bracelet,,Iconica,18k Rose Gold,,,,,,
PCB9050_O6000_BOYTL,https://media.pomellato.com/media/catalog/product/P/C/PCB9050_O6000_BOYTL_10.jpg,https://www.pomellato.com/us_en/nudo-necklace-pcb9050-o6000-boytl?size=160,Necklace,32200,Nudo Necklace,,Nudo,18k White Gold,18k Rose Gold,,Diamond,Blue London Topaz,Blue Topaz,
PCB9052_O6000_000TB,https://media.pomellato.com/media/catalog/product/P/C/PCB9052_O6000_000TB_10.jpg,https://www.pomellato.com/us_en/nudo-necklace-pcb9052-o6000-000tb?size=160,Necklace,17700,Nudo Necklace,,Nudo,18k White Gold,18k Rose Gold,,Mother-Of-Pearl,White Topaz,,
PCB9052_O6000_000OY,https://media.pomellato.com/media/catalog/product/P/C/PCB9052_O6000_000OY_10.jpg,https://www.pomellato.com/us_en/nudo-necklace-pcb9052-o6000-000oy?size=160,Necklace,18150,Nudo Necklace,,Nudo,18k White Gold,18k Rose Gold,,Blue Topaz,,,
PAB4010_O6000_DB0PA,https://media.pomellato.com/media/catalog/product/P/A/PAB4010_O6000_DB0PA_10.jpg,https://www.pomellato.com/us_en/nudo-maxi-ring-pab4010-o6000-db0pa?size=18,Ring,6550,Nudo Maxi Ring,,Nudo,18k Rose Gold,18k White Gold,,Prasiolite,Diamond,,
POB4010_O6000_DB0PA,https://media.pomellato.com/media/catalog/product/P/O/POB4010_O6000_DB0PA_10.jpg,https://www.pomellato.com/us_en/nudo-classic-earrings-pob4010-o6000-db0pa?size=152,Earrings,6600,Nudo Classic Earrings,,Nudo,18k Rose Gold,18k White Gold,,Prasiolite,,,
PAA1100_O6000_000QF,https://media.pomellato.com/media/catalog/product/P/A/PAA1100_O6000_000QF_10.jpg,https://www.pomellato.com/us_en/nudo-classic-ring-paa1100-o6000-000qf?size=18,Ring,2600,Nudo Classic Ring,,Nudo,18k Rose Gold,18k White Gold,,Smoky Quartz,,,
PAA1100_O6000_000OG,https://media.pomellato.com/media/catalog/product/P/A/PAA1100_O6000_000OG_10.jpg,https://www.pomellato.com/us_en/nudo-classic-ring-paa1100-o6000-000og?size=19,Ring,2600,Nudo Classic Ring,,Nudo,18k Rose Gold,18k White Gold,,Garnet,,,
PAB7040_OT000_DBKOS,https://media.pomellato.com/media/catalog/product/P/A/PAB7040_OT000_DBKOS_10.jpg,https://www.pomellato.com/us_en/nudo-petit-ring-pab7040-ot000-dbkos?size=20,Ring,3000,Nudo Petit Ring,,Nudo,18k Rose Gold,,,Obsidian,Treated Black Diamond,,
PAB7041_O6000_DB000,https://media.pomellato.com/media/catalog/product/P/A/PAB7041_O6000_DB000_10.jpg,https://www.pomellato.com/us_en/nudo-maxi-ring-pab7041-o6000-db000?size=18,Ring,13800,Nudo Maxi Ring,,Nudo,18k White Gold,18k Rose Gold,,Diamond,,,
PCC4042_O7WHR_DB000,https://media.pomellato.com/media/catalog/product/P/C/PCC4042_O7WHR_DB000_10.jpg,https://www.pomellato.com/us_en/iconica-necklace-with-pendant-pcc4042-o7whr-db000?size=156,Necklace,8850,Iconica Necklace with pendant,,Iconica,18k Rose Gold,,,Diamond,,,
PCC4070_O6WHR_DB0BR,https://media.pomellato.com/media/catalog/product/P/C/PCC4070_O6WHR_DB0BR_10.jpg,https://www.pomellato.com/us_en/sabbia-necklace-with-pendant-pcc4070-o6whr-db0br?size=154,Necklace,4300,Sabbia Necklace with pendant,,Sabbia,18k Rose Gold,,,Diamond,Brown Diamond,,
PCC5020_O6WHR_DB0YY,https://media.pomellato.com/media/catalog/product/P/C/PCC5020_O6WHR_DB0YY_10.jpg,https://www.pomellato.com/us_en/nudo-mini-necklace-with-pendant-pcc5020-o6whr-db0yy?size=154,Necklace,2450,Nudo Mini Necklace With Pendant,,Nudo,18k Rose Gold,,,Blue Topaz,Diamond,,
PCC5020_O6WHR_DBQLT,https://media.pomellato.com/media/catalog/product/P/C/PCC5020_O6WHR_DBQLT_10.jpg,https://www.pomellato.com/us_en/nudo-mini-necklace-with-pendant-pcc5020-o6whr-dbqlt?size=154,Necklace,2250,Nudo Mini Necklace With Pendant,,Nudo,18k Rose Gold,,,Diamond,Milky Quartz,,
POC5020_O7000_000TL,https://media.pomellato.com/media/catalog/product/P/O/POC5020_O7000_000TL_10.jpg,https://www.pomellato.com/us_en/nudo-mini-earrings-poc5020-o7000-000tl?size=152,Earrings,3900,Nudo Mini Earrings,,Nudo,18k Rose Gold,,,Blue London Topaz,,,
POC5020_O7000_000YY,https://media.pomellato.com/media/catalog/product/P/O/POC5020_O7000_000YY_10.jpg,https://www.pomellato.com/us_en/nudo-mini-earrings-poc5020-o7000-000yy?size=152,Earrings,3400,Nudo Mini Earrings,,Nudo,18k Rose Gold,,,Blue Topaz,,,
POC5020_O7000_00QLT,https://media.pomellato.com/media/catalog/product/P/O/POC5020_O7000_00QLT_10_1.jpg,https://www.pomellato.com/us_en/nudo-mini-earrings-poc5020-o7000-00qlt?size=152,Earrings,3200,Nudo Mini Earrings,,Nudo,18k Rose Gold,,,Milky Quartz,,,
PBC5020_O6WHR_DB0TL,https://media.pomellato.com/media/catalog/product/P/B/PBC5020_O6WHR_DB0TL_10.jpg,https://www.pomellato.com/us_en/nudo-mini-bangle-pbc5020-o6whr-db0tl?size=4,Bangle,5800,Nudo Mini Bangle,,Nudo,18k Rose Gold,,,Blue London Topaz,Diamond,,
PBC5020_O6WHR_DB0YY,https://media.pomellato.com/media/catalog/product/P/B/PBC5020_O6WHR_DB0YY_10.jpg,https://www.pomellato.com/us_en/nudo-mini-bangle-pbc5020-o6whr-db0yy?size=4,Bangle,5350,Nudo Mini Bangle,,Nudo,18k Rose Gold,,,Blue Topaz,Diamond,,
PBC5020_O6WHR_DBQLT,https://media.pomellato.com/media/catalog/product/P/B/PBC5020_O6WHR_DBQLT_10.jpg,https://www.pomellato.com/us_en/nudo-mini-bangle-pbc5020-o6whr-dbqlt?size=4,Bangle,5150,Nudo Mini Bangle,,Nudo,18k Rose Gold,,,Milky Quartz,Diamond,,
PCC5041_O7000_000VA,https://media.pomellato.com/media/catalog/product/P/C/PCC5041_O7000_000VA_10.jpg,https://www.pomellato.com/us_en/iconica-reversible-necklace-with-pendant-pcc5041-o7000-000va?size=156,Necklace,6300,Iconica Reversible Necklace With Pendant,,Iconica,18k Rose Gold,,,,,,
PAC5007_O7000_000VA,https://media.pomellato.com/media/catalog/product/P/A/PAC5007_O7000_000VA_10.jpg,https://www.pomellato.com/us_en/iconica-ring-pac5007-o7000-000va?size=18,Ring,7400,Iconica Ring,,Iconica,18k Rose Gold,,,,,,
